input_file,input_bytes,encoded_bytes,mutated_bytes,decoded_bytes,mutation_spec,total_units,affected_units,measured_rate,seed,encode_time_sec,mutate_time_sec,decode_time_sec,encode_exit,mutate_exit,decode_exit,bit_perfect
"teste.exe",67569220,357658422,357656380,-1,"drop2same",,2,,"5205",6.868000,0.382000,11.899000,0,0,1,0
"teste.txt",124,2122,1101,124,"drop1",2,1,0.500000,"5401",0.022000,0.001000,0.022000,0,0,0,1
"teste.jpg",201059,1064983,1064983,201059,"shuffle",1043,1043,1.000000,"5402",0.105000,0.005000,0.063000,0,0,0,1
"teste.txt",124,3159,3159,-1,"0.01",3060,35,0.011438,"6101",0.058000,0.048000,0.029000,0,0,1,0
"teste.jpg",201059,-1,-1,-1,"0.005",-1,-1,-1.000000,"6102",0.179000,0.000000,0.000000,1,-1,-1,0
"teste.jpg",201059,-1,-1,-1,"drop2same",,-1,,"6103",0.206000,0.000000,0.000000,1,-1,-1,0
"teste.jpg",201059,-1,-1,-1,"drop_parity",,-1,,"6104",0.307000,0.000000,0.000000,1,-1,-1,0
"teste.jpg",201059,-1,-1,-1,"duplicate_replace",,-1,,"6105",0.299000,0.000000,0.000000,1,-1,-1,0
"teste.exe",67569220,-1,-1,-1,"drop2same",,-1,,"6106",0.362000,0.000000,0.000000,1,-1,-1,0
"teste.exe",67569220,-1,-1,-1,"0.002",-1,-1,-1.000000,"6107",0.375000,0.000000,0.000000,1,-1,-1,0
"teste.txt",124,3159,3159,124,"0.01",3060,34,0.011111,"6201",0.157000,0.152000,0.036000,0,0,0,1
"teste.jpg",201059,1189561,1189561,-1,"0.005",1188300,5897,0.004963,"6202",0.088000,0.121000,0.205000,0,0,1,0
"teste.jpg",201059,1189561,1187519,201059,"drop2same",1165,2,0.001717,"6203",0.094000,0.004000,0.107000,0,0,0,1
"teste.jpg",201059,1189561,1188540,201059,"drop_parity",1165,1,0.000858,"6204",0.096000,0.004000,0.104000,0,0,0,1
"teste.jpg",201059,1189561,1189561,201059,"duplicate_replace",1165,1,0.000858,"6205",0.096000,0.005000,0.105000,0,0,0,1
"teste.exe",67569220,-1,-1,-1,"drop2same",,-1,,"6206",0.294000,0.000000,0.000000,1,-1,-1,0
"teste.exe",67569220,-1,-1,-1,"0.002",-1,-1,-1.000000,"6207",0.294000,0.000000,0.000000,1,-1,-1,0
"teste.txt",124,3159,3159,-1,"0.01",3060,30,0.009804,"6301",0.028000,0.055000,0.029000,0,0,1,0
"teste.jpg",201059,1189561,1189561,-1,"0.005",1188300,5961,0.005016,"6302",0.062000,0.124000,0.193000,0,0,1,0
"teste.jpg",201059,1189561,1187519,201059,"drop2same",1165,2,0.001717,"6303",0.059000,0.007000,0.266000,0,0,0,1
"teste.jpg",201059,1189561,1188540,201059,"drop_parity",1165,1,0.000858,"6304",0.057000,0.005000,0.233000,0,0,0,1
"teste.jpg",201059,1189561,1189561,201059,"duplicate_replace",1165,1,0.000858,"6305",0.063000,0.006000,0.463000,0,0,0,1
"teste.exe",67569220,399238663,399236621,67569220,"drop2same",391027,2,0.000005,"6306",12.338000,0.475000,30.626000,0,0,0,1
"teste.exe",67569220,399238663,399238663,67569220,"0.002",398847540,798769,0.002003,"6307",12.247000,34.777000,68.017000,0,0,0,1
"teste.txt",124,3159,3159,124,"0.0",3060,0,0.000000,"7101",0.215000,0.081000,0.039000,0,0,0,1
"teste.txt",124,3159,3159,124,"0.0",3060,0,0.000000,"7102",0.033000,0.032000,0.035000,0,0,0,1
"teste.txt",124,3159,3159,124,"0.0",3060,0,0.000000,"7103",0.034000,0.031000,0.036000,0,0,0,1
"teste.txt",124,3159,3159,124,"0.01",3060,32,0.010458,"7101",0.046000,0.034000,0.037000,0,0,0,1
"teste.txt",124,3159,3159,-1,"0.01",3060,33,0.010784,"7102",0.030000,0.171000,0.035000,0,0,1,0
"teste.txt",124,3159,3159,124,"0.0",3060,0,0.000000,"7301",0.037000,0.182000,0.517000,0,0,0,1
"teste.txt",124,3159,3159,124,"0.0",3060,0,0.000000,"7302",0.036000,0.035000,0.037000,0,0,0,1
"teste.txt",124,3159,3159,124,"0.0",3060,0,0.000000,"7303",0.038000,0.037000,0.044000,0,0,0,1
"teste.txt",124,3159,3159,-1,"0.01",3060,29,0.009477,"7301",0.044000,0.041000,0.046000,0,0,1,0
"teste.txt",124,3159,3159,124,"0.01",3060,27,0.008824,"7302",0.048000,0.047000,0.069000,0,0,0,1
"teste.txt",124,3159,3159,-1,"0.01",3060,35,0.011438,"7303",0.041000,0.065000,0.182000,0,0,1,0
